language,id,country,organization,surname,status,date_feedback,is_disliked_by_me,reference_initiative,is_liked_by_me,first_name,feedback,login,publication,user_type,company_size,publication_status,publication_id,tr_number,feedback_text_user_language,scope,governance_level
en,3498239,FRA,FISCALEAD,REYNO-DALLE,PUBLISHED,2024-11-25 17:07:37,False,Ares(2024)7706795,False,Marcie,"COMMISSION IMPLEMENTING DRAFT REGULATION laying down rules for the application of Regulation (EU) 2023/956 of the European Parliament and of the Council as regards the conditions and procedures related to the status of authorised CBAM declarant Article 1 (3) Procedures for application (3) Where the applicant is a legal person established in a third country and is in one of the situations referred to in Article 5, point (31)(b), of Regulation (EU) 952/2013 of the European Parliament and of the Council4, the applicant shall provide its address in that third county and its address of establishment in the Member State where the application is submitted. >> We then understand that it should be equally possible, for an indirect customs representative to specify its EU head office address, and the non-EU one of the non-EU represented company? Is it something that could be expressly mentioned in the texts as it would be required indeed for sake of transparency and to guarantee the CBAM audit trail of non-EU companies. Especially for situations provided for in Article 5 (3) of the Regulation (EU) 2023/956. Article 4 (4) Assessment of the application by the competent authority Where the applicant is not established in the Member State of submission of the application, the competent authority shall refuse the application. The competent authority shall notify the applicant of the refusal and the reasons thereof without delay. >> Considering the likely difficulty for CBAM goods non-EU importers to find agreed CBAM indirect customs representatives, would it be possible to expressly foresee an exception for indirect customs representatives? Such an indirect customs representative should be allowed to submit an application in its name (in its role of representative) but for the account of a non-EU company, to cover any of the Member State CBAM obligations. i.e. an non-EU company which could be importing in any of the Member States. It is not clear from the DRAFT texts whether once an indirect customs representative will be granted with a CBAM declarant authorization, the name and details of the represented (non-)EU person could be mentioned. We emphasize on the importance of anticipating and application online form with such a level of granularity. Article 8 Identification of importers of electricity Each person to whom explicit capacity has been allocated for the import of electricity in accordance with Article 5(4) of Regulation (EU) 2023/956, and who nominates that capacity for import, >> that capacity: What if the operator has nominated less capacity than what has been allocated (for XY reasons)? Suggestion: ""and who nominates partially or totally that capacity"" may be appropriate. shall provide, within one month after the first customs declaration, the competent authority of the Member State in which the customs declaration was lodged with the following: (a) the information referred to in Article 5(5), points (a), (b) and (c), of Regulation (EU) 2023/956; >> In case of indirect customs representation, it should be specified which EORI number is expected: the one from the indirect representative for CBAM? and /or the one from the operator? A lot of non-EU companies still have an EORI number. (b) an indication that capacity for the import of electricity has been allocated to them and that they have nominated that capacity for import in accordance with Article 5(4) of Regulation (EU) 2023/956; >> cf. earlier comment: >> that capacity: What if the operator has nominated less capacity than what has been allocated (for XY reasons)? Suggestion: ""and who nominates partially or totally that capacity"" may be appropriate. (c) documents supporting the indication referred to in point (b) of this paragraph. >> What specific type of document will be required to demonstrate that our client has been allocated a capacity for importing electricity? May any financial / pricing indications be struck through or blanked?",,withinfo,company,micro,closed,33194896,,,,
en,3498236,BEL,FECC,Khrystych,PUBLISHED,2024-11-25 16:39:44,False,Ares(2024)7706795,False,Diana,"Fecc acknowledges the consultation on the authorisation of CBAM declarants and welcomes the opportunity to provide input. In this consultation, we would like to raise the following points: 1. Fecc supports the initiative to authorise CBAM declarants to ensure compliance with CBAM regulations. However, the process must be clear and streamlined to avoid unnecessary administrative burdens. 2. The requirement for authorised declarants may disproportionately impact SMEs, potentially reducing their competitiveness due to the additional administrative and financial burdens. o The criteria for authorisation and the specific steps involved in the process are currently unclear. Detailed guidelines and support from the Commission would be beneficial. o The Commission could provide simplified procedures, financial support, and training programs to help SMEs navigate the authorisation process more efficiently. General Impact on SMEs 1. In the short-term, SMEs may face significant administrative burdens related to compliance and reporting. In the long-term, ongoing management of CBAM certificates and adherence to regulatory changes will require continuous effort and resources. 2. These changes may temporarily hinder SMEs ability to compete in the EU market due to increased costs and administrative requirements. However, with adequate support, SMEs can adapt and maintain their market position. 3. SMEs will need comprehensive training on the new CBAM requirements, including the use of the registry and management of certificates. Access to detailed guidelines and support from the Commission will be crucial. 4. Compliance costs are expected to rise, impacting SMEs financial performance. Additional resources will need to be allocated to manage these costs effectively. Transition Period Considerations 1. The absence of an IT tool and default values for performing and reporting calculations during the transition period will complicate the reporting process, potentially leading to errors and delays. Interim solutions or manual processes will be necessary, increasing the administrative burden. 2. Interim solutions such as simplified reporting templates, temporary financial support, and dedicated helplines would be beneficial. Additionally, clear communication from the Commission on expected timelines and requirements is essential. 3. SMEs expect to incur monetary losses due to increased compliance costs, potential delays in the import process, and the need for additional resources to manage the transition. The main factors contributing to these losses include the administrative burden and the cost of purchasing CBAM certificates. Fecc is the association that represents chemical, food, and active pharmaceutical ingredients distributors, most of which are SMEs. We believe that sustainability and an integral regulatory framework go hand-in-hand. Consistency between internal and external policies should be achieved to improve the international standing of the EU, strengthen the credibility of our values and actions, and most importantly, improve the protection of the environment globally. We would be happy to engage further with the Commission to address climate change a global problem that needs global solutions.",,withinfo,business_association,micro,closed,33194896,0346440357-87,,,
en,3498215,NLD,Veros,Lommen,PUBLISHED,2024-11-25 12:36:12,False,Ares(2024)7706795,False,Peter,"The draft imposes high expectations on importers without adequately addressing the differences in CBAM liabilities and environmental impacts between importers of primary CBAM goods and the much larger group of importers of downstream products. The assessment period is excessively long and the AEO-like requirements lack proportionality, especially for low-volume/value importers. Our key concerns are: 1) Compliance Program Expectations: 1a) High Costs and Disproportionate Impact: Importers of minimal downstream CBAM products are required to establish costly AEO-level compliance programs. The financial and environmental impact of low-volume imports often does not justify such rigorous compliance. While art. 11(3) leaves room to consider the low volume nature of an applicant, the open ended phrasing leaves scope for discussion and national interpretation differences. 1b) Simplifications for AEO Applicants: We recommend providing significant simplifications for importers with AEO status due to overlapping compliance infrastructure requirements. It should be avoided that national emissions authorities re-assess the adequacy of customs compliance procedures that have already been audited as part of obtaining AEO status, especially since this subject matter is outside of their field of expertise. 1c) Implementation by Authorities: Unclear how national authorities will evaluate compliance programs, particularly the use of ""expert conclusions"" and ""third-party conclusions"" (Article 4(2)). Please clarify processes (involvement of customs authorities?) and ensure conclusions are transparent and appealable. 2) Thresholds and Simplifications: The Draft deploys 2 different standards seemingly intending to distinguish between high and lower impact importers, but neither is appropriately justified and how they interact is unclear. 2a) One-Tonne (Article 13): The rationale behind the ""one-tonne"" threshold is unclear and insufficiently justified. The terminology used in the preamble about not being engaged in cross-border activity is incongruous. Also; the threshold only impacts consultation timelines, offering limited simplification for low-impact importers. 2b) Monetary Value and Volume Standard: Ambiguity in Article 13 about the one tonne ""monetary value and volume"" thresholdclarify the use of ""AND"" as well as explain what the monetary value is intended to be here, the UOM ""tonne"" does not make sense for money. We point out that monetary value and weight have no direct relationship for downstream products; a combined dual standard will be impractical. 2c) 500,000 EUR Threshold (Article 11): Lack of clear justification for the 500,000 EUR distinction between high- and low-impact importers. Its relationship to the one-tonne threshold remains unexplained. 3) Timeline Concerns: 3a) Assessment Period (120180 Days) is excessive compared to customs procedures (typically 6090 days) and is not coupled with a timeline for issuing a final decision. The extended timelines exacerbate challenges for downstream importers, particularly with CBAM scope expansions or new product introductions. New entrants may require several months to align with CBAM authorized declarant requirements; when followed by >4 months approval process this may unjustifiably interfere with business operations.",,withinfo,company,micro,closed,33194896,,,,
it,3498214,ITA,CNA,VITELLA,PUBLISHED,2024-11-25 12:31:11,False,Ares(2024)7706795,False,Elisa,"Riportiamo, in allegato, i nostri commenti CNA frutto di un confronto all'interno di CNA Meccanica, che raggruppa a livello nazionale oltre 20.000 imprese delle varie filiere produttive legate al settore della meccanica. Nel contributo allegato, come CNA vogliamo porre allattenzione della Commissione europea la problematica che sta penalizzando le imprese di alcuni distretti industriali che lavorano e trasformano lalluminio e più in generale i metalli estrusi. Questi materiali, essenziali per vari settori tra cui edilizia, trasporti e meccanica, sono al centro di una grave situazione di concorrenza sleale, in gran parte legata alla Cina.",,withinfo,business_association,medium,closed,33194896,42122398878-52,"Please find enclosed our comments on the CNA, the result of a comparison within CNA Mechanica, which brings together at national level more than 20.000 companies in the various production sectors linked to the mechanical engineering sector. In the attached contribution, as CNA, we wish to draw the attention of the European Commission to the problem that is penalising companies in certain industrial districts that work and process aluminium and, more generally, extruded metals. These materials, which are essential for various sectors such as construction, transport and mechanical engineering, are at the heart of a serious situation of unfair competition, largely linked to China.",,
en,3498210,CZE,Ministry of Finance,,PUBLISHED,2024-11-25 10:46:38,False,Ares(2024)7706795,False,,The comments on behalf of the Ministry of Finance of the Czech Republic are set out in the Annex.,,anonymous,public_authority,large,closed,33194896,,,national,authority
de,3498160,AUT,WKÖ / Austrian Federal Economic Chamber - Section Industry,Brenner,PUBLISHED,2024-11-25 09:59:15,False,Ares(2024)7706795,False,Wolfgang,Bitte finden Sie unserer Stellungnahme im hochgeladenen Dokument. Please find our comments in the upload.,,withinfo,business_association,large,closed,33194896,10405322962-08,Please find our opinion in the uploaded document. Please find our comments in the upload.,,
en,3498151,KOR,POSCO,,PUBLISHED,2024-11-22 02:29:36,False,Ares(2024)7706795,False,,POSCO appreciates the opportunity to express its views on the draft Implementing Regulation on authorisation. Please find the attached for details.,,anonymous,company,large,closed,33194896,978450991744-42,,,
de,3498140,DEU,Heidelberger Druckmaschinen AG,,PUBLISHED,2024-11-21 14:48:25,False,Ares(2024)7706795,False,,"Die Einführung von CBAM erfolgt in 2 Phasen. Aus Sicht des Nutzers erschließt sich die Notwendigkeit nicht, sich für jede der beiden Phasen getrennt registrieren zu müssen. Die handelnden Personen bei den Nutzern / berichtspflichtige Unternehmen sind in der Regel die gleichen Personen für beide Phasen. Insofern sollte die Anmeldung / Registrierung für Phase 1 auch für Phase 2 gültig sein bzw. automatisch übernommen werden.",,anonymous,company,large,closed,33194896,,"CBAM will be implemented in two phases. From the user’s point of view, there is no need to register separately for each of the two phases. The persons acting within the users/reporting entities are usually the same persons for both phases. As such, Phase 1 notification/registration should also be valid for Phase 2 or automatically accepted.",,
en,3498136,TUR,,Uygut,PUBLISHED,2024-11-21 12:04:39,False,Ares(2024)7706795,False,Caner,"Regarding article 2, the term ""without delay"" used in the provisions related to the submitted application implies an open-ended timeframe. For the sake of clarity and better understanding, it would be more appropriate to specify a defined timeframe. Article 12 it is important to take into account the carbon emission profiles of imported goods and the plans to reduce these emissions during the consultation process. In addition, it would be a good idea to use a digital platform to provide easy access to the processes for all parties. Article 17 monitoring and adjustment of guarantees the determination of guarantee amounts may be based on the carbon footprint and environmental risk profile of imported goods, which may provide an economic incentive to reduce environmental impacts. Transparency, understandability and uniqueness should be increased by determining a standard methodology for carbon emission reporting.",,withinfo,non_eu_citizen,,closed,33194896,,,,
fr,3498134,FRA,Missions CO2,Pujol,PUBLISHED,2024-11-21 11:05:16,False,Ares(2024)7706795,False,Pascale,"Le point 11 en introduction du document suggère un allègement de la procédure CBAM pour les petits importateurs de matière MACF ( 1 tonne ). S'agit-il de 1 Tonne de marchandises, 1 Tonnes d'émissions de CO2 équivalent, 1 Tonne / an ou 1 Tonne / Trimestre. Quel aménagement est-il prévu pour ces importateurs. Le point 12 en introduction du document précise que les micro, petites et moyennes entreprises ne devraient pas être soumises à des charges administratives inutiles. En pratique, comment le règlement s'adapte-t-il à la taille des entreprises. Une filiale européenne d'un grand groupe implanté hors europe est-elle concernée par ce point ?",,withinfo,company,micro,closed,33194896,,"Point 11 in the introduction to the document suggests a lightening of the CBAM procedure for small importers of CBAM materials (1 tonnes). This is 1 tonnes of goods, 1 tonnes of equivalent CO2 emissions, 1 tonnes/year or 1 tonnes/Trimestre. What arrangements are planned for these importers. Point 12 in the introduction to the document states that micro, small and medium-sized enterprises should not be subject to unnecessary administrative burdens. In practice, how does the Regulation adapt to the size of companies. Is a European subsidiary of a large group located outside Europe affected by this point?",,
it,3498123,ITA,deloitte,ferrazzi,PUBLISHED,2024-11-20 14:56:41,False,Ares(2024)7706795,False,sabrina,suggerirei di prevedere una procedura velocizzata di rilascio per operatori AEO,,withinfo,company,large,closed,33194896,,I would suggest providing for a fast-track issuance procedure for AEO operators,,
en,3498117,ROU,Asociatia CBAM Romania,CBAM ROMANIA,PUBLISHED,2024-11-20 11:16:41,False,Ares(2024)7706795,False,Asociatia,"The draft CBAM regulation raises several important concerns regarding clarity and practical implementation. One notable issue is the ambiguity surrounding the one-tonne threshold mentioned in the recital. The claim that importers of less than one tonne are ""not engaging in cross-border activity"" appears contradictory, as the act of importing inherently involves cross-border transactions. Further clarification is needed to explain this assertion and the rationale behind the threshold. Additionally, if this is intended to serve as a de minimis threshold for CBAM obligations, this should be explicitly stated and justified, given the relatively low financial impact of such imports. Another area of concern is the inconsistency between Article 9(2) and Article 21. While the former states that a CBAM account will remain closed for five years following revocation, the latter permits declarants to reapply for authorisation at any time. These provisions seem contradictory and require alignment to avoid confusion for businesses navigating these procedures. The regulation also introduces financial and administrative requirements for applicants, yet these lack detailed criteria. Article 11, for instance, mandates that companies demonstrate sufficient financial standing and have a suitable administrative organisation for compliance. However, the absence of clear standards leaves room for subjective interpretation, potentially disadvantaging smaller companies or those with streamlined operations. For example, companies importing large volumes of CBAM goods but operating with a small workforce may struggle to meet unclear expectations about administrative organisation. One solution could be to allow companies to externalise parts of the process, such as administrative oversight or compliance verification, to specialised third-party entities. This approach would ensure that companies, regardless of size, can meet CBAM requirements while focusing their internal resources on core operations. Similarly, the requirement for financial audits when obligations exceed EUR 500,000 (as outlined in Article 11.4) is vague, with the phrase ""where applicable"" needing more precise definition to ensure consistency. Furthermore, the treatment of non-compliance during the CBAM transitional period raises questions. While the regulation considers past infringements in the authorisation process, it does not clarify how transitional infractions, often resulting from initial uncertainties, will be weighed. A more explicit approach is necessary to ensure fairness for companies still adapting to these complex requirements.",,withinfo,ngo,small,closed,33194896,,,,
de,3498079,JPN,,Nishimura,PUBLISHED,2024-11-18 22:41:19,False,Ares(2024)7706795,False,Toyo,"Article 11 Nr.1c) : Es sollte Unternehmen mit geringer eigener Finanzkraft (Verlustsituation) aber Konzernrückhalt haben, die Möglichkeit gegeben werden die finanzielle Kapazität durch eine Garantie auszugleichen. Firmen in schwacher finanzieller Situation würden von keiner Bank eine Garantie erhalten, so dass die Anwendbarkeit auf solvente Gesellschafter oder Konzerne beschränkt sein wird. Dh. die Anforderung bei Unternehmen, die weniger als 2 Jahre existieren und eine Garantie bereitstellen müssen, sollte zusätzlich als Alternative auf freiwilliger Basis beim Anwenderkreis ausgeweitet werden. Chapter II: Es sollte die Ermittlung des Garantiebetrages aufgenommen werden. Dabei sollte der CO2 Zertifikatewert, der anwendbar sein soll definiert werden.",,withinfo,non_eu_citizen,,closed,33194896,,"Article 11(1c): Companies with low financial strength (loss situation) but group retention should be able to compensate for the financial capacity by means of a guarantee. Firms in a weak financial situation would not receive a guarantee from any bank, so the applicability will be limited to solvent shareholders or groups. In other words, the requirement for companies that have been in existence for less than 2 years and which have to provide a guarantee should also be extended as an alternative on a voluntary basis for the users. Chapter II: The determination of the amount of the guarantee should be included. The CO2 allowance value to be applicable should be defined.",,
de,3498077,JPN,,Nishimura,PUBLISHED,2024-11-18 21:44:05,False,Ares(2024)7706795,False,Toyo,"Artikel 11 Nr 1c) und d) sind zu unspezifisch und nicht handhabbar. Die EU müsste einheitliche Kriterien definieren, wann finanzielle Stabilität gegeben ist und wie eine Organisation für die Einhaltung des CBAM Prozesses aussehen muss. Ich denke, diese Anforderungen sind überflüssig. Wenn der CBAM Anmelder bereits quartalsweise CO2 Zertifikate erwerben muss, ist dies doch Beweis für die Finanzkraft. Die Überprüfung der CBAM Anmeldung mit Verifizierung durch akkreditierte Prüfer sollte reichen. In Artikel 11 Nr. 4 verlangt bei Zertifkatswert von mehr als TEUR 500 die Vorlage des Jahresabschlussprüfungsberichtes. Es macht mehr Sinn, die Vorlage des Prüfungsberichtes in jedem Fall bei mittelgroßen und größeren Gesellschaften zu verlangen. Diese Gesellschaften sind prüfungspflichtig und der Jahresabschluss mit Prüfungsvermerk des Wirtschaftsprüfers wird veröffentlicht. Die Grenze von TEUR 500 für die Vorlage des geprüften Abschlusses erscheint willkürlich.",,withinfo,non_eu_citizen,,closed,33194896,,"Article 11(1)(c) and (d) are too unspecific and unworkable. The EU would need to define uniform criteria for when financial stability exists and what an organisation must be for compliance with the CBAM process. I think these requirements are superfluous. If the CBAM declarant is already required to purchase CO2 certificates on a quarterly basis, this is proof of financial strength. The verification of the CBAM declaration with verification by accredited verifiers should be sufficient. Article 11(4) requires the submission of the annual audit report where the value of the certificate exceeds EUR 500. It makes more sense to require the submission of the audit report in any case for medium-sized and larger companies. These companies are subject to audit and the annual accounts, accompanied by the auditor’s audit report, are published. The limit of EUR 500 for the submission of audited accounts appears arbitrary.",,
en,3498075,GBR,SSE ,Reilly Fitzpatrick,PUBLISHED,2024-11-18 17:20:23,False,Ares(2024)7706795,False,Sara,"The implementing regulation states 'Importers are to submit the application in order to be able to import goods listed in Annex I to Regulation (EU) 2023/956 into the customs territory of the Union. Importers of electricity, to which Article 5(4) of that Regulation applies, are to be regarded as authorised CBAM declarants without the need to submit the application.', however reading Article 5(4), it is unclear how this applies to third countries and whether they are also exempt from application or not. Please can further clarification be given regarding third countries.",,withinfo,company,large,closed,33194896,,,,
es,3498072,ESP,Customs and Excise Dept-,,PUBLISHED,2024-11-18 12:43:55,False,Ares(2024)7706795,False,,"Article 8 Identification of importers of electricity 1. Each person to whom explicit capacity has been allocated for the import of electricity in accordance with Article 5(4) of Regulation (EU) 2023/956, and who nominates that capacity for import, shall provide, within one month after the first customs declaration, the competent authority of the Member State in which the customs declaration was lodged with the following: (a) the information referred to in Article 5(5), points (a), (b) and (c), of Regulation (EU) 2023/956; (b) an indication that capacity for the import of electricity has been allocated to them and that they have nominated that capacity for import in accordance with Article 5(4) of Regulation (EU) 2023/956; (c) documents supporting the indication referred to in point (b) of this paragraph. Cómo debe interpretarse este artículo desde el punto de vista de las autoridades aduaneras: 1- No se valida que el importador de electricidad esté registrado, o 2- A partir de la primera importación las autoridades aduaneras deberán validar ""algo"" relacionado con su capacidad explícita par importar electricidad, y en este caso, es la Autoridad Nacional Competente en el ámbito CBAM la que determina este aspecto? o 3- La autoridad aduanera no tienen que realizar ninguna verificación especifica delos importadores de electricidad, en relación con la normativa CBAM.",,anonymous,public_authority,large,closed,33194896,,"Article 8 Identification of importers of electricity 1. Each person to whom explicitly capacity has been allocated for the import of electricity in accordance with Article 5 (4) of Regulation (EU) 2023/956, and who nominates that capacity for import, shall provide, within one month after the first customs declaration, the competent authority of the Member State in which the customs declaration was lodged with the following: (a) the information referred to in Article 5 (5), points (a), (b) and (c), of Regulation (EU) 2023/956; (b) an indication that capacity for the import of electricity has been allocated to them and that they have nominated that capacity for import in accordance with Article 5 (4) of Regulation (EU) 2023/956; (C) documents supporting the indication referred to in point (b) of this paragraph. How this Article is to be interpreted from the point of view of the customs authorities: 1- it is not validated that the electricity importer is registered, or 2- From the first import, the customs authorities must validate ‘something’ related to their explicit ability to import electricity, and in this case it is the competent national CBAM authority that determines this aspect? or 3- the customs authority does not have to carry out any specific verification of electricity importers in relation to CBAM legislation.",national,authority
es,3498069,ESP,Customs and Excise Department,,PUBLISHED,2024-11-18 12:37:25,False,Ares(2024)7706795,False,,"Article 7 Date of effect of a decision on the application 1. A decision on the application shall take effect on the date on which the competent authority registers that decision in the CBAM registry. En relación con este artículo las autoridades aduaneras deben entender que si a la fecha de admisión de la declaración en aduanas el declarante no está registrado, se debe rechazar la declaración?",,anonymous,public_authority,large,closed,33194896,,"Article 7 Date of effect of a decision on application 1. A decision on the application shall take effect on the date on which the competent authority registers that decision in the CBAM registry. In relation to this Article, the customs authorities should understand that if at the date of acceptance of the customs declaration the declarant is not registered, the declaration must be rejected?",national,authority
en,3498068,NLD,IACBAM,International Association for the CBAM,PUBLISHED,2024-11-18 12:11:21,False,Ares(2024)7706795,False,IACBAM,"The draft regulation appears to operate as a stand-alone document and raises several concerns regarding its practical implementation. For example, Article 1 and Article 9 focus on establishing and managing the CBAM registry but do not address how it will interact with the existing Temporary Registry, leaving a significant gap in clarity for ongoing operations. Furthermore, Articles 5 and 11 emphasize financial solidity and the need for declarants to forecast their import values precisely, yet there is no clear mechanism for cost determination, and default values remain unavailable. This absence creates uncertainty for declarants trying to comply with the financial requirements. Additionally, the regulation does not mention Third Party Verification, which is critical for ensuring compliance, especially given the strict provisions in Articles 21 and 23 on the revocation of status. Without clear guidance on verification, declarants are left exposed to significant risks. Considering these omissions and ambiguities, the draft procedures seem to add complexity rather than simplify compliance for declarants and importers, potentially creating unnecessary administrative and operational challenges.",,withinfo,business_association,large,closed,33194896,,,,
en,3498034,GBR,CBAMBOO LTD,Sharp,PUBLISHED,2024-11-15 17:59:02,False,Ares(2024)7706795,False,Daniel,"- Point 11 in the recital section says: Data received during the transitional period shows that importers importing less than one tonne are not engaging in cross border activity. It is not clear what this means. Doesnt the fact that these companies import goods mean that they engage in cross border activity? ---- One tonne seems to have been deemed a relevant threshold value, according to the point above, as well as the timelines specified for the consultation periods in Article 13. ---- Its unclear from this document how this threshold will be used. It seems to be a low threshold, considering the corresponding CBAM obligation would still be under EUR 300 per year. Is the Commission considering using this value as a potential new de minimis threshold? - Article 9(2) says that when a CBAM authorisation is revoked, the CBAM account will hold the status of closed for five years after the revocation. Article 21 says that a declarant whose authorisation has been revoked may reapply for an authorisation at any time. These two points sound contradictory. How can they re-apply if their CBAM account is to remain closed for 5 years? Could the Commission provide more clarity on this point? - Article 11.1 (c) requires the applicant to demonstrate that it has the financial capacity to comply with the regulation by reviewing their financial information. What specific criteria shall be used by NCAs to decide this? - Article 11.1 (d) requires that the applicant has an administrative organisation suitable for the fulfilment of the CBAM obligations. There are companies that import high volumes of CBAM goods, but have a small number of employees. What specific criteria will be used by the NCA to decide on this? - Article 11.4 says that if the estimated annual CBAM obligation is greater than EUR 500,000, the competent authority shall request the financial statement audit report, where applicable. When is this applicable? - The criteria for granting a CBAM declarant authorisation mentions infringement of customs regulations, and this regulation. How will non-compliance during the Transitional Period of CBAM factor into this decision process?",,withinfo,company,micro,closed,33194896,,,,
fr,3498021,FRA,,,PUBLISHED,2024-11-15 14:35:41,False,Ares(2024)7706795,False,,"Bonjour En tant que représentant en douane enregistré agissant en tant que représentant indirect pour des sociétés tierces , il est très difficile pour nous d'expliquer et d'obtenir des informations fiables. De plus, les quantités de produits manufacturés finies sont infimes souvent moins d e100 kgs par nomenclature douanière. Nous pensons qu'un seuil au poids au lieu d'un seuil à la valeur de 150 serait plus judicieux étant donné que les taxes sur les émissions sont très infimes.",,anonymous,eu_citizen,,closed,33194896,,"Hello As a registered customs representative acting as an indirect representative for third companies, it is very difficult for us to explain and obtain reliable information. Moreover, the quantities of finished manufactured products are often tiny less than e100 kg per customs nomenclature. We believe that a threshold by weight instead of a threshold at the value of 150 would be more appropriate as emissions taxes are very low.",,
de,3497986,DEU,,,PUBLISHED,2024-11-14 13:23:36,False,Ares(2024)7706795,False,,"Der bürokratische Wahnsinn muß vereinfacht werden, vor allem für kleine und mittelständische Unternehmen.",,anonymous,eu_citizen,,closed,33194896,,"Red tape needs to be simplified, especially for small and medium-sized enterprises.",,
en,3497914,DEU,Viessmann RLC EMEA,Parmentier,PUBLISHED,2024-11-08 12:34:58,False,Ares(2024)7706795,False,Jeanne,"Hello, I have been corridnating the CBAM reporting of my company since the application of the law and here are my feedbacks : 1. Communication channel between the commission and companies. Communication is not active enough. Mails should be sent out, or alerts, warning companies for any updates made on the portal or any new requirements. On my side, I keep digging in the commission's website to actually understand what is new. I discover docuements have been updated because I look into these docuements and note differences. 2. Indirect emissions calculation. This has been a big question mark on our side. Thinking our suppliers would need to calculate their own emissions, we trained them on the latter, built an internal simplified excel for the ones not responding (too small entities). We were very surprised during Q3 2024 reporting, the emissions were actually calculated automatically. You only ask for electricty consumption, energy source etc. Don't get me wrong this makes the process easier but we thought it would be way more detailed (also based on the excel the commision provided that was extremely complex). 3. Steps forward : we keep discovering things when reporting which makes a lot of stress and forth and back for us (central management of all our sites that do the reporting themselves). For instance, I've heard there would be a new status needed by 2025 (CBAM declarant status). Is this new ? How do we do ? We'd like to be ready. 4. CBAM portal : as of now the portal seems to have been updated. You are obviously not without know how difficult the processes were at the start. This should not happen in the official rollout of such a regulation. How can companies be motivated to actually fulfil and support these obligations of the process is such a hassle ? I hope these feedbacks can help. Best regards, Jeanne Parmentier",,withinfo,company,large,closed,33194896,,,,
it,3497911,ITA,Stern Energy Spa,Olmo,PUBLISHED,2024-11-08 11:53:10,False,Ares(2024)7706795,False,Alessandro,"Gentile Commissione UE, visto che relativamente al CBAM le società dovranno essere autorizzate a fare le dichiarazioni e registrarsi nell'apposito Registro, perchè non utilizzare direttamente il numero IVA già esistente ( e tutti i dati che già potete recuperare dalle autorità nazionali fiscali) come base per il CBAM? In questo modo si eviterebbe una burocratizzazione eccessiva della procedure. Grazie",,withinfo,company,large,closed,33194896,,"Dear Commission, given that, in relation to the CBAM, companies will have to be allowed to make declarations and register in the relevant register, because they do not use directly the already existing VAT number (and all the data that you can already retrieve from national tax authorities) as a basis for the CBAM? This would avoid excessive red tape. Thanks",,
de,3497864,DEU,REHAU Industries SE&Co.KG,Kühnel,PUBLISHED,2024-11-07 15:54:17,False,Ares(2024)7706795,False,Klaus,"Dear EU Commission, CBAM fee will have to be paid for imports. Every importer must have an EORI number or VAT number. Why does EU not take simply existing EORI or VAT number as Basis for CBAM? Meanwhile every big company has dozens of registrations, systems to serve an Passwords. Digitilization should be used for simplify and not to make things more complicate. Clear demand is to use national VAT number or EORI number for CBAM and to stop demanding additional registrations. Kind regards Klaus Kühnel",,withinfo,company,large,closed,33194896,,"DEAR EU Commission, CBAM fee will have to be paid for imports. Every importer must have had EORI number or VAT number. What does EU not take simply existing EORI or VAT number as Basis for CBAM? Meanwhile every big company has teachers of registrations, systems to serve an Passwords. Digitilisation should be used for simplifying and not to make things more Complicate. Clear demand is to use national VAT number or EORI number for CBAM and to stop demanding additional registrations. Child regarding Klaus Kühnel",,
en,3497831,ROU,,Petre,PUBLISHED,2024-11-07 08:27:55,False,Ares(2024)7706795,False,Mihai,"The more I read about CBAM declarant authorisation process, the more I see similarities with the Authorised Economic Operator (AEO) authorisation concept. One idea that I believe should be explored is to provide a simplified authorisation route for applicants as CBAM declarants which are also AEO certified. For example, the solvability criteria could be deemed to be fulfilled, together with the lack of serious infringements. This simplified access route is widely accepted across different type of authorisations required by the Union Customs Code, where some of the conditions are considered to be fulfilled by AEO certified companies. Going forward, it may be worth to offer discounts in the guarantee level required for CBAM declarants which are also AEO. For example, under Union Customs Code, AEO companies benefit of 30%, 70% or even 100% discounts in guarantee amounts required. This way of bringing together AEO with CBAM would increase the value of the AEO across the EU and would stimulate more companies to apply for the AEO status.",,withinfo,eu_citizen,,closed,33194896,,,,
fi,3497707,FIN,,polittinen youtube vaikuttaja,PUBLISHED,2024-11-02 14:37:25,False,Ares(2024)7706795,False,Janne kananen,direktiivin tulisi tuoda vähän byrokratiaa ja taakkaa jäsenmaille the directive should bring little bureaucracy and burden to the member states,,withinfo,eu_citizen,,closed,33194896,,the directive should bring little bureaucracy and burden to the member states,,
